reset 
clear 
plot 2 with lines 
set size ratio 0.500000 
set nokey 
5 35 0.081569 
5 36 0.060686 
5 37 0.045035 
5 38 0.033470 
5 39 0.025102 
5 40 0.019265 
5 41 0.015474 
5 42 0.013406 
6 0 100.000000 
6 1 91.766860 
6 2 79.796701 
6 3 68.697479 
6 4 58.744590 
6 5 50.018508 
6 6 42.470132 
6 7 35.986944 
6 8 30.437363 
6 9 25.693840 
6 10 21.642198 
6 11 19.276151 
6 12 16.165737 
6 13 13.515645 
6 14 11.261710 
6 15 9.349056 
6 16 7.730479 
6 17 6.365162 
6 18 5.217649 
6 19 4.257050 
6 20 3.456403 
6 21 2.792170 
6 22 2.414880 
6 23 1.933694 
6 24 1.539913 
6 25 1.219441 
6 26 0.960121 
6 27 0.751519 
6 28 0.584732 
6 29 0.452205 
6 30 0.347570 
6 31 0.265495 
6 32 0.201546 
6 33 0.167150 
6 34 0.125617 
6 35 0.093884 
6 36 0.069849 
6 37 0.051835 
6 38 0.038522 
6 39 0.028891 
6 40 0.022171 
6 41 0.017806 
6 42 0.015425 
7 0 100.000000 
7 1 92.525692 
7 2 81.569259 
7 3 71.216978 
7 4 61.702041 
7 5 53.139628 
7 6 45.550032 
7 7 38.892213 
7 8 33.092893 
7 9 28.066359 
7 10 23.725950 
7 11 21.172814 
7 12 17.797538 
7 13 14.906358 
7 14 12.437383 
7 15 10.335813 
7 16 8.553240 
7 17 7.046949 
7 18 5.779270 
7 19 4.717008 
7 20 3.830950 
7 21 3.095429 
7 22 2.677485 
7 23 2.144291 
7 24 1.707824 
7 25 1.352533 
7 26 1.064988 
7 27 0.833652 
7 28 0.648667 
7 29 0.501669 
7 30 0.385600 
7 31 0.294552 
7 32 0.223609 
7 33 0.185450 
7 34 0.139372 
7 35 0.104165 
7 36 0.077498 
7 37 0.057512 
7 38 0.042741 
7 39 0.032054 
7 40 0.024598 
7 41 0.019754 
7 42 0.017111 
8 0 100.000000 
8 1 93.019103 
8 2 82.735674 
8 3 72.906851 
8 4 63.730550 
8 5 55.329058 
8 6 47.755434 
8 7 41.009768 
8 8 35.057049 
8 9 29.842101 
8 10 25.300275 
8 11 22.613125 
8 12 19.044454 
8 13 15.974189 
8 14 13.343471 
8 15 11.098495 
8 16 9.190579 
8 17 7.575990 
8 18 6.215644 
8 19 5.074760 
8 20 4.122503 
8 21 3.331637 
8 22 2.882097 
8 23 2.308449 
8 24 1.838751 
8 25 1.456338 
8 26 1.146796 
8 27 0.897734 
8 28 0.698558 
8 29 0.540271 
8 30 0.415282 
8 31 0.317232 
8 32 0.240831 
8 33 0.199734 
8 34 0.150109 
8 35 0.112191 
8 36 0.083470 
8 37 0.061944 
8 38 0.046035 
8 39 0.034524 
8 40 0.026493 
8 41 0.021275 
8 42 0.018429 
9 0 100.000000 
9 1 93.322204 
9 2 83.457345 
9 3 73.964749 
9 4 65.018717 
9 5 56.740293 
9 6 49.197199 
9 7 42.411616 
9 8 36.371328 
9 9 31.040832 
9 10 26.370628 
9 11 23.596205 
9 12 19.899642 
9 13 16.709318 
9 14 13.969082 
9 15 11.626288 
9 16 9.632409 
9 17 7.943244 
9 18 6.518890 
9 19 5.323574 
9 20 4.325405 
9 21 3.496105 
9 22 3.024604 
9 23 2.422819 
9 24 1.929993 
9 25 1.528693 
9 26 1.203829 
9 27 0.942415 
9 28 0.733348 
9 29 0.567191 
9 30 0.435983 
9 31 0.333051 
9 32 0.252843 
9 33 0.209698 
9 34 0.157599 
9 35 0.117790 
9 36 0.087636 
9 37 0.065036 
9 38 0.048333 
9 39 0.036247 
9 40 0.027815 
9 41 0.022337 
9 42 0.019348 
10 0 100.000000 
10 1 93.475108 
10 2 83.822842 
10 3 74.504066 
10 4 65.680812 
10 5 57.472002 
10 6 49.951095 
10 7 43.150298 
10 8 37.068497 
10 9 31.680264 
10 10 26.944186 
10 11 24.124330 
10 12 20.360503 
10 13 17.106455 
10 14 14.307706 
10 15 11.912395 
10 16 9.872196 
10 17 8.142737 
10 18 6.683731 
10 19 5.458899 
10 20 4.435807 
10 21 3.585624 
10 22 3.102184 
10 23 2.485095 
10 24 1.979684 
10 25 1.568104 
10 26 1.234897 
10 27 0.966757 
10 28 0.752302 
10 29 0.581859 
10 30 0.447263 
10 31 0.341670 
10 32 0.259389 
10 33 0.215128 
10 34 0.161680 
10 35 0.120841 
10 36 0.089907 
10 37 0.066720 
10 38 0.049585 
10 39 0.037186 
10 40 0.028535 
10 41 0.022915 
10 42 0.019849 
11 0 100.000000 
11 1 93.496399 
11 2 83.873809 
11 3 74.579458 
11 4 65.773656 
11 5 57.574954 
11 6 50.057520 
11 7 43.254892 
11 8 37.167476 
11 9 31.771250 
11 10 27.025949 
11 11 24.199694 
11 12 20.426351 
11 13 17.163256 
11 14 14.356176 
11 15 11.953374 
11 16 9.906557 
11 17 8.171335 
11 18 6.707367 
11 19 5.478308 
11 20 4.451644 
11 21 3.598468 
11 22 3.113316 
11 23 2.494031 
11 24 1.986815 
11 25 1.573760 
11 26 1.239356 
11 27 0.970251 
11 28 0.755023 
11 29 0.583964 
11 30 0.448882 
11 31 0.342908 
11 32 0.260328 
11 33 0.215907 
11 34 0.162266 
11 35 0.121279 
11 36 0.090232 
11 37 0.066962 
11 38 0.049765 
11 39 0.037321 
11 40 0.028638 
11 41 0.022998 
11 42 0.019921 
12 0 100.000000 
12 1 93.388576 
12 2 83.615883 
12 3 74.198393 
12 4 65.305105 
12 5 57.056262 
12 6 49.522212 
12 7 42.729589 
12 8 36.671034 
12 9 31.315411 
12 10 26.616695 
12 11 23.822664 
12 12 20.097133 
12 13 16.879416 
12 14 14.114061 
12 15 11.748745 
12 16 9.735016 
12 17 8.028593 
12 18 6.589404 
12 19 5.381455 
12 20 4.372622 
12 21 3.534388 
12 22 3.057781 
12 23 2.449449 
12 24 1.951241 
12 25 1.545545 
12 26 1.217113 
12 27 0.952823 
12 28 0.741452 
12 29 0.573463 
12 30 0.440806 
12 31 0.336736 
12 32 0.255642 
12 33 0.212020 
12 34 0.159344 
12 35 0.119095 
12 36 0.088607 
12 37 0.065756 
12 38 0.048868 
12 39 0.036649 
12 40 0.028123 
12 41 0.022584 
12 42 0.019562 
13 0 100.000000 
13 1 93.138757 
13 2 83.020108 
13 3 73.322688 
13 4 64.235227 
13 5 55.880009 
13 6 48.316395 
13 7 41.553524 
13 8 35.565489 
13 9 30.304815 
13 10 25.712692 
13 11 22.991537 
13 12 19.373231 
13 13 16.256535 
13 14 13.583572 
13 15 11.300936 
13 16 9.359970 
13 17 7.716740 
13 18 6.331831 
13 19 5.170071 
13 20 4.200214 
13 21 3.394620 
13 22 2.936666 
13 23 2.352240 
13 24 1.873684 
13 25 1.484038 
13 26 1.168630 
13 27 0.914839 
13 28 0.711876 
13 29 0.550576 
13 30 0.423206 
13 31 0.323287 
13 32 0.245429 
13 33 0.203548 
13 34 0.152976 
13 35 0.114334 
13 36 0.085065 
13 37 0.063127 
13 38 0.046914 
13 39 0.035184 
13 40 0.026999 
13 41 0.021682 
13 42 0.018781 
14 0 100.000000 
14 1 92.714994 
14 2 82.015513 
14 3 71.860550 
14 4 62.470336 
14 5 53.964166 
14 6 46.376158 
14 7 39.681703 
14 8 33.822283 
14 9 28.723635 
14 10 24.307150 
14 11 21.703778 
14 12 18.256399 
14 13 15.298777 
14 14 12.770008 
14 15 10.615563 
14 16 8.786865 
14 17 7.240780 
14 18 5.939088 
14 19 4.847993 
14 20 3.937673 
14 21 3.181877 
14 22 2.752362 
14 23 2.204357 
14 24 1.755726 
14 25 1.390509 
14 26 1.094915 
14 27 0.857093 
14 28 0.666917 
14 29 0.515788 
14 30 0.396457 
14 31 0.302847 
14 32 0.229908 
14 33 0.190674 
14 34 0.143299 
14 35 0.107101 
14 36 0.079683 
14 37 0.059133 
14 38 0.043946 
14 39 0.032958 
14 40 0.025291 
14 41 0.020310 
14 42 0.017593 
15 0 100.000000 
15 1 92.056109 
15 2 80.469224 
15 3 69.646404 
15 4 59.849053 
15 5 51.174358 
15 6 43.602126 
15 7 37.047910 
15 8 31.402034 
15 9 26.552081 
15 10 22.393487 
15 11 19.958762 
15 12 16.751748 
15 13 14.014239 
15 14 11.682664 
15 15 9.702016 
15 16 8.024553 
15 17 6.608704 
15 18 5.418175 
15 19 4.421219 
15 20 3.590050 
15 21 2.900357 
15 22 2.508553 
15 23 2.008804 
15 24 1.599792 
15 25 1.266899 
15 26 0.997512 
15 27 0.780802 
15 28 0.607526 
15 29 0.469839 
15 30 0.361128 
15 31 0.275853 
15 32 0.209411 
15 33 0.173673 
15 34 0.130520 
15 35 0.097549 
15 36 0.072576 
15 37 0.053858 
15 38 0.040026 
15 39 0.030019 
15 40 0.023036 
15 41 0.018500 
15 42 0.016026 
16 0 100.000000 
16 1 91.048275 
16 2 78.143363 
16 3 66.401611 
16 4 56.119275 
16 5 47.316716 
16 6 39.862295 
16 7 33.571809 
16 8 28.262283 
16 9 23.773123 
16 10 19.970518 
16 11 17.761968 
16 12 14.870659 
16 13 12.416892 
16 14 10.336072 
16 15 8.574224 
16 16 7.085744 
16 17 5.831740 
16 18 4.778779 
16 19 3.897960 
16 20 3.164208 
16 21 2.555724 
16 22 2.210194 
16 23 1.769608 
16 24 1.409125 
16 25 1.115798 
16 26 0.878472 
16 27 0.687582 
16 28 0.534966 
16 29 0.413708 
16 30 0.317974 
16 31 0.242883 
16 32 0.184378 
16 33 0.152911 
16 34 0.114915 
16 35 0.085885 
16 36 0.063897 
16 37 0.047418 
16 38 0.035240 
16 39 0.026430 
16 40 0.020283 
16 41 0.016291 
16 42 0.014113 
17 0 100.000000 
17 1 89.468604 
17 2 74.601548 
17 3 61.663497 
17 4 50.907760 
17 5 42.136713 
17 6 35.004101 
17 7 29.173822 
17 8 24.370528 
17 9 20.382384 
17 10 17.049414 
17 11 15.130324 
17 12 12.634274 
17 13 10.528782 
17 14 8.751351 
17 15 7.251444 
17 16 5.987449 
17 17 4.924575 
17 18 4.033368 
17 19 3.288659 
17 20 2.668795 
17 21 2.155072 
17 22 1.863472 
17 23 1.491768 
17 24 1.187737 
17 25 0.940404 
17 26 0.740326 
17 27 0.579418 
17 28 0.450789 
17 29 0.348596 
17 30 0.267921 
17 31 0.204645 
17 32 0.155348 
17 33 0.128833 
17 34 0.096819 
17 35 0.072359 
17 36 0.053834 
17 37 0.039950 
17 38 0.029691 
17 39 0.022269 
17 40 0.017092 
17 41 0.013730 
17 42 0.011897 
18 0 100.000000 
18 1 86.830704 
18 2 68.995765 
18 3 54.668055 
18 4 43.698056 
18 5 35.341563 
18 6 28.886156 
18 7 23.802100 
18 8 19.723537 
18 9 16.400902 
18 10 13.661746 
18 11 12.098017 
18 12 10.076979 
18 13 8.382064 
18 14 6.957342 
18 15 5.758865 
18 16 4.751256 
18 17 3.905455 
18 18 3.197191 
18 19 2.605936 
18 20 2.114168 
18 21 1.706839 
18 22 1.475716 
18 23 1.181188 
18 24 0.940349 
18 25 0.744465 
18 26 0.586033 
18 27 0.458635 
18 28 0.356803 
18 29 0.275906 
18 30 0.212047 
18 31 0.161963 
18 32 0.122945 
18 33 0.101960 
18 34 0.076623 
18 35 0.057265 
18 36 0.042604 
18 37 0.031616 
18 38 0.023498 
18 39 0.017626 
18 40 0.013531 
18 41 0.010875 
18 42 0.009428 
19 0 100.000000 
19 1 81.866791 
19 2 59.563680 
19 3 44.210273 
19 4 33.877459 
19 5 26.681552 
19 6 21.442161 
19 7 17.473446 
19 8 14.371414 
19 9 11.888698 
19 10 9.866958 
19 11 8.721455 
19 12 7.249021 
19 13 6.020310 
19 14 4.991200 
19 15 4.127802 
19 16 3.403326 
19 17 2.796074 
19 18 2.288120 
19 19 1.864429 
19 20 1.512246 
19 21 1.220670 
19 22 1.055278 
19 23 0.844563 
19 24 0.672298 
19 25 0.532213 
19 26 0.418927 
19 27 0.327840 
19 28 0.255040 
19 29 0.197210 
19 30 0.151561 
19 31 0.115762 
19 32 0.087872 
19 33 0.072873 
19 34 0.054763 
19 35 0.040928 
19 36 0.030449 
19 37 0.022597 
19 38 0.016795 
19 39 0.012600 
19 40 0.009676 
19 41 0.007785 
19 42 0.006763 
20 0 100.000000 
20 1 70.192724 
20 2 42.600185 
20 3 28.749677 
20 4 21.007644 
20 5 16.132454 
20 6 12.777796 
20 7 10.320526 
20 8 8.439708 
20 9 6.954810 
20 10 5.756685 
20 11 5.081582 
20 12 4.217227 
20 13 3.498510 
20 14 2.898091 
20 15 2.395296 
20 16 1.973982 
20 17 1.621198 
20 18 1.326325 
20 19 1.080507 
20 20 0.876264 
20 21 0.707225 
20 22 0.611360 
20 23 0.489245 
20 24 0.389429 
20 25 0.308269 
20 26 0.242642 
20 27 0.189879 
20 28 0.147710 
20 29 0.114215 
20 30 0.087776 
20 31 0.067042 
20 32 0.050889 
20 33 0.042203 
20 34 0.031714 
20 35 0.023702 
20 36 0.017634 
20 37 0.013086 
20 38 0.009727 
20 39 0.007298 
20 40 0.005609 
20 41 0.004524 
20 42 0.003965 
EFO 
 pause 0.1 
set cbrange [-0.998722:101.000000] 
set palette defined (-1 "#0000FF", 101 "#FF0000") 
plot "-" using 2:1:3 with image 
0 0 100.000000 
0 1 30.366805 
0 2 12.652551 
0 3 7.766555 
0 4 5.490958 
0 5 4.156631 
0 6 3.269278 
0 7 2.631304 
0 8 2.148360 
0 9 1.769681 
0 10 1.465439 
0 11 1.294402 
0 12 1.075707 
0 13 0.893999 
0 14 0.742196 
0 15 0.614993 
0 16 0.508277 
0 17 0.418770 
0 18 0.343798 
0 19 0.281141 
0 20 0.228929 
0 21 0.185575 
0 22 0.160914 
0 23 0.129398 
0 24 0.103529 
0 25 0.082398 
0 26 0.065227 
0 27 0.051350 
0 28 0.040198 
0 29 0.031287 
0 30 0.024210 
0 31 0.018624 
0 32 0.014243 
0 33 0.011873 
0 34 0.008994 
0 35 0.006779 
0 36 0.005089 
0 37 0.003813 
0 38 0.002863 
0 39 0.002173 
0 40 0.001690 
0 41 0.001384 
0 42 0.001278 
1 0 100.000000 
1 1 62.364808 
1 2 34.267759 
1 3 22.319276 
1 4 16.087300 
1 5 12.280725 
1 6 9.701157 
1 7 7.827725 
1 8 6.401074 
1 9 5.278225 
1 10 4.373868 
1 11 3.864717 
1 12 3.213022 
1 13 2.671040 
1 14 2.217958 
1 15 1.838114 
1 16 1.519335 
1 17 1.251892 
1 18 1.027836 
1 19 0.840556 
1 20 0.684482 
1 21 0.554873 
1 22 0.481143 
1 23 0.386917 
1 24 0.309568 
1 25 0.246386 
1 26 0.195045 
1 27 0.153550 
1 28 0.120202 
1 29 0.093557 
1 30 0.072395 
1 31 0.055691 
1 32 0.042591 
1 33 0.035503 
1 34 0.026896 
1 35 0.020271 
1 36 0.015217 
1 37 0.011401 
1 38 0.008562 
1 39 0.006497 
1 40 0.005052 
1 41 0.004126 
1 42 0.003674 
2 0 100.000000 
2 1 79.157178 
2 2 55.027234 
2 3 39.712593 
2 4 29.969969 
2 5 23.411294 
2 6 18.731708 
2 7 15.230970 
2 8 12.516240 
2 9 10.354465 
2 10 8.599686 
2 11 7.607112 
2 12 6.332410 
2 13 5.269121 
2 14 4.378320 
2 15 3.630342 
2 16 3.001888 
2 17 2.474191 
2 18 2.031823 
2 19 1.661889 
2 20 1.353485 
2 21 1.097309 
2 22 0.951554 
2 23 0.765254 
2 24 0.612303 
2 25 0.487354 
2 26 0.385812 
2 27 0.303741 
2 28 0.237779 
2 29 0.185074 
2 30 0.143214 
2 31 0.110171 
2 32 0.084256 
2 33 0.070235 
2 34 0.053207 
2 35 0.040102 
2 36 0.030103 
2 37 0.022555 
2 38 0.016938 
2 39 0.012849 
2 40 0.009985 
2 41 0.008128 
2 42 0.007129 
3 0 100.000000 
3 1 85.553365 
3 2 66.433337 
3 3 51.681867 
3 4 40.799956 
3 5 32.738789 
3 6 26.631461 
3 7 21.884846 
3 8 18.111027 
3 9 15.055203 
3 10 12.546056 
3 11 11.116815 
3 12 9.272040 
3 13 7.726166 
3 14 6.426765 
3 15 5.333049 
3 16 4.412461 
3 17 3.638444 
3 18 2.988943 
3 19 2.445392 
3 20 1.991995 
3 21 1.615223 
3 22 1.400792 
3 23 1.126655 
3 24 0.901545 
3 25 0.717618 
3 26 0.568129 
3 27 0.447292 
3 28 0.350168 
3 29 0.272559 
3 30 0.210915 
3 31 0.162255 
3 32 0.124089 
3 33 0.103441 
3 34 0.078363 
3 35 0.059063 
3 36 0.044336 
3 37 0.033218 
3 38 0.024945 
3 39 0.018920 
3 40 0.014696 
3 41 0.011944 
3 42 0.010443 
4 0 100.000000 
4 1 88.758334 
4 2 73.057396 
4 3 59.685600 
4 4 48.828209 
4 5 40.154585 
4 6 33.214268 
4 7 27.609055 
4 8 23.031217 
4 9 19.253596 
4 10 16.109874 
4 11 14.304143 
4 12 11.959083 
4 13 9.982902 
4 14 8.314953 
4 15 6.906765 
4 16 5.718821 
4 17 4.718344 
4 18 3.877763 
4 19 3.173641 
4 20 2.585891 
4 21 2.097208 
4 22 1.818988 
4 23 1.463204 
4 24 1.170971 
4 25 0.932155 
4 26 0.738022 
4 27 0.581081 
4 28 0.454925 
4 29 0.354110 
4 30 0.274029 
4 31 0.210812 
4 32 0.161228 
4 33 0.134401 
4 34 0.101818 
4 35 0.076742 
4 36 0.057608 
4 37 0.043161 
4 38 0.032410 
4 39 0.024580 
4 40 0.019086 
4 41 0.015503 
4 42 0.013543 
5 0 100.000000 
5 1 90.618086 
5 2 77.169505 
5 3 65.083308 
5 4 54.656505 
5 5 45.858654 
5 6 38.500383 
5 7 32.352622 
5 8 27.202969 
5 9 22.873379 
5 10 19.220506 
5 11 17.103874 
5 12 14.337007 
5 13 11.991162 
5 14 10.002278 
5 15 8.317515 
5 16 6.892708 
5 17 5.690507 
5 18 4.679030 
5 19 3.830861 
5 20 3.122305 
5 21 2.532824 
5 22 2.197084 
5 23 1.767611 
5 24 1.414748 
5 25 1.126318 
5 26 0.891814 
5 27 0.702209 
5 28 0.549782 
5 29 0.427961 
5 30 0.331189 
5 31 0.254792 
5 32 0.194867 
5 33 0.162445 
5 34 0.123065 
5 35 0.092757 
5 36 0.069630 
5 37 0.052169 
5 38 0.039172 
5 39 0.029707 
5 40 0.023064 
5 41 0.018729 
5 42 0.016357 
6 0 100.000000 
6 1 91.786052 
6 2 79.844256 
6 3 68.772316 
6 4 58.845028 
6 5 50.142328 
6 6 42.614658 
6 7 36.149140 
6 8 30.613938 
6 9 25.881359 
6 10 21.837191 
6 11 19.474229 
6 12 16.365707 
6 13 13.714429 
6 14 11.456521 
6 15 9.537452 
6 16 7.910405 
6 17 6.534964 
6 18 5.376080 
6 19 4.403258 
6 20 3.589907 
6 21 2.912821 
6 22 2.527027 
6 23 2.033372 
6 24 1.627653 
6 25 1.295940 
6 26 1.026198 
6 27 0.808071 
6 28 0.632694 
6 29 0.492521 
6 30 0.381162 
6 31 0.293245 
6 32 0.224281 
6 33 0.186967 
6 34 0.141645 
6 35 0.106761 
6 36 0.080143 
6 37 0.060045 
6 38 0.045086 
6 39 0.034190 
6 40 0.026543 
6 41 0.021551 
6 42 0.018820 
7 0 100.000000 
7 1 92.546988 
7 2 81.622026 
7 3 71.300016 
7 4 61.813485 
7 5 53.277017 
7 6 45.710396 
7 7 39.072185 
7 8 33.288820 
7 9 28.274429 
7 10 23.942312 
7 11 21.392600 
7 12 18.019424 
7 13 15.126927 
7 14 12.653543 
7 15 10.544856 
7 16 8.752884 
7 17 7.235359 
7 18 5.955064 
7 19 4.879240 
7 20 3.979084 
7 21 3.229302 
7 22 2.801923 
7 23 2.254893 
7 24 1.805179 
7 25 1.437416 
7 26 1.138307 
7 27 0.896401 
7 28 0.701886 
7 29 0.546403 
7 30 0.422874 
7 31 0.325343 
7 32 0.248835 
7 33 0.207438 
7 34 0.157156 
7 35 0.118454 
7 36 0.088921 
7 37 0.066622 
7 38 0.050024 
7 39 0.037934 
7 40 0.029448 
7 41 0.023909 
7 42 0.020877 
8 0 100.000000 
8 1 93.042041 
8 2 82.792510 
8 3 72.996293 
8 4 63.850589 
8 5 55.477043 
8 6 47.928166 
8 7 41.203619 
8 8 35.268086 
8 9 30.066217 
8 10 25.533324 
8 11 22.849861 
8 12 19.283452 
8 13 16.211769 
8 14 13.576302 
8 15 11.323659 
8 16 9.405619 
8 17 7.778930 
8 18 6.404995 
8 19 5.249503 
8 20 4.282061 
8 21 3.475834 
8 22 3.016132 
8 23 2.427580 
8 24 1.943614 
8 25 1.547767 
8 26 1.225770 
8 27 0.965323 
8 28 0.755881 
8 29 0.588455 
8 30 0.455430 
8 31 0.350398 
8 32 0.268002 
8 33 0.223419 
8 34 0.169265 
8 35 0.127582 
8 36 0.095774 
8 37 0.071756 
8 38 0.053879 
8 39 0.040857 
8 40 0.031717 
8 41 0.025750 
8 42 0.022484 
9 0 100.000000 
9 1 93.346288 
9 2 83.517020 
9 3 74.058659 
9 4 65.144752 
9 5 56.895670 
9 6 49.378560 
9 7 42.615150 
9 8 36.592906 
9 9 31.276143 
9 10 26.615318 
9 11 23.844767 
9 12 20.150579 
9 13 16.958765 
9 14 14.213543 
9 15 11.862700 
9 16 9.858191 
9 17 8.156322 
9 18 6.717700 
9 19 5.507046 
9 20 4.492934 
9 21 3.647506 
9 22 3.165334 
9 23 2.547901 
9 24 2.040094 
9 25 1.624689 
9 26 1.286747 
9 27 1.013380 
9 28 0.793534 
9 29 0.617782 
9 30 0.478137 
9 31 0.367874 
9 32 0.281372 
9 33 0.234566 
9 34 0.177711 
9 35 0.133949 
9 36 0.100554 
9 37 0.075338 
9 38 0.056569 
9 39 0.042896 
9 40 0.033299 
9 41 0.027035 
9 42 0.023606 
10 0 100.000000 
10 1 93.499817 
10 2 83.884064 
10 3 74.600411 
10 4 65.810116 
10 5 57.631408 
10 6 50.137158 
10 7 43.359110 
10 8 37.295821 
10 9 31.921677 
10 10 27.195221 
10 11 24.379337 
10 12 20.617946 
10 13 17.362371 
10 14 14.558505 
10 15 12.154937 
10 16 10.103832 
10 17 8.361341 
10 18 6.887696 
10 19 5.647129 
10 20 4.607680 
10 21 3.740951 
10 22 3.246563 
10 23 2.613420 
10 24 2.092640 
10 25 1.666589 
10 26 1.319965 
10 27 1.039562 
10 28 0.814049 
10 29 0.633762 
10 30 0.490509 
10 31 0.377396 
10 32 0.288657 
10 33 0.240640 
10 34 0.182314 
10 35 0.137419 
10 36 0.103159 
10 37 0.077290 
10 38 0.058034 
10 39 0.044008 
10 40 0.034162 
10 41 0.027735 
10 42 0.024217 
11 0 100.000000 
11 1 93.521197 
11 2 83.935253 
11 3 74.676152 
11 4 65.903429 
11 5 57.734938 
11 6 50.244258 
11 7 43.464462 
11 8 37.395624 
11 9 32.013538 
11 10 27.277894 
11 11 24.455625 
11 12 20.684729 
11 13 17.420100 
11 14 14.607886 
11 15 12.196796 
11 16 10.139033 
11 17 8.390731 
11 18 6.912072 
11 19 5.667221 
11 20 4.624140 
11 21 3.754357 
11 22 3.258218 
11 23 2.622822 
11 24 2.100181 
11 25 1.672602 
11 26 1.324733 
11 27 1.043320 
11 28 0.816994 
11 29 0.636055 
11 30 0.492285 
11 31 0.378763 
11 32 0.289703 
11 33 0.241512 
11 34 0.182975 
11 35 0.137917 
11 36 0.103533 
11 37 0.077570 
11 38 0.058245 
11 39 0.044167 
11 40 0.034286 
11 41 0.027836 
11 42 0.024305 
12 0 100.000000 
12 1 93.412927 
12 2 83.676219 
12 3 74.293344 
12 4 65.432538 
12 5 57.213361 
12 6 49.705583 
12 7 42.935379 
12 8 36.895069 
12 9 31.553331 
12 10 26.864097 
12 11 24.073981 
12 12 20.350852 
12 13 17.131629 
12 14 14.361232 
12 15 11.987778 
12 16 9.963301 
12 17 8.244033 
12 18 6.790418 
12 19 5.566961 
12 20 4.542008 
12 21 3.687467 
12 22 3.200070 
12 23 2.575918 
12 24 2.062563 
12 25 1.642605 
12 26 1.300950 
12 27 1.024575 
12 28 0.802306 
12 29 0.624614 
12 30 0.483427 
12 31 0.371945 
12 32 0.284487 
12 33 0.237163 
12 34 0.179679 
12 35 0.135433 
12 36 0.101668 
12 37 0.076173 
12 38 0.057195 
12 39 0.043371 
12 40 0.033668 
12 41 0.027334 
12 42 0.023867 
13 0 100.000000 
13 1 93.162134 
13 2 83.078030 
13 3 73.413841 
13 4 64.357562 
13 5 56.030823 
13 6 48.492430 
13 7 41.751082 
13 8 35.780561 
13 9 30.533217 
13 10 25.950196 
13 11 23.232799 
13 12 19.616799 
13 13 16.498658 
13 14 13.820854 
13 15 11.530405 
13 16 9.579122 
13 17 7.923560 
13 18 6.524803 
13 19 5.348155 
13 20 4.362823 
13 21 3.541574 
13 22 3.073263 
13 23 2.473649 
13 24 1.980552 
13 25 1.577215 
13 26 1.249113 
13 27 0.983720 
13 28 0.770295 
13 29 0.599681 
13 30 0.464122 
13 31 0.357087 
13 32 0.273120 
13 33 0.227685 
13 34 0.172498 
13 35 0.130019 
13 36 0.097603 
13 37 0.073127 
13 38 0.054909 
13 39 0.041638 
13 40 0.032322 
13 41 0.026242 
13 42 0.022914 
14 0 100.000000 
14 1 92.736890 
14 2 82.069768 
14 3 71.945930 
14 4 62.584924 
14 5 54.105430 
14 6 46.541046 
14 7 39.866751 
14 8 34.023736 
14 9 28.937573 
14 10 24.529615 
14 11 21.929762 
14 12 18.484543 
14 13 15.525567 
14 14 12.992265 
14 15 10.830501 
14 16 8.992140 
14 17 7.434504 
14 18 6.119840 
14 19 5.014801 
14 20 4.089985 
14 21 3.319526 
14 22 2.880310 
14 23 2.318078 
14 24 1.855827 
14 25 1.477786 
14 26 1.170302 
14 27 0.921612 
14 28 0.721636 
14 29 0.561784 
14 30 0.434782 
14 31 0.334507 
14 32 0.255846 
14 33 0.213283 
14 34 0.161584 
14 35 0.121792 
14 36 0.091427 
14 37 0.068500 
14 38 0.051434 
14 39 0.039003 
14 40 0.030278 
14 41 0.024582 
14 42 0.021465 
15 0 100.000000 
15 1 92.076051 
15 2 80.518637 
15 3 69.724164 
15 4 59.953414 
15 5 51.303014 
15 6 43.752297 
15 7 37.216442 
15 8 31.585507 
15 9 26.746926 
15 10 22.596097 
15 11 20.164578 
15 12 16.959530 
15 13 14.220788 
15 14 11.885084 
15 15 9.897771 
15 16 8.211506 
15 17 6.785139 
15 18 5.582795 
15 19 4.573139 
15 20 3.728769 
15 21 3.025720 
15 22 2.625081 
15 23 2.112376 
15 24 1.690959 
15 25 1.346387 
15 26 1.066171 
15 27 0.839563 
15 28 0.657362 
15 29 0.511730 
15 30 0.396032 
15 31 0.304688 
15 32 0.233034 
15 33 0.194264 
15 34 0.147174 
15 35 0.110929 
15 36 0.083272 
15 37 0.062390 
15 38 0.046846 
15 39 0.035525 
15 40 0.027578 
15 41 0.022392 
15 42 0.019553 
16 0 100.000000 
16 1 91.065831 
16 2 78.186864 
16 3 66.470068 
16 4 56.211150 
16 5 47.429980 
16 6 39.994499 
16 7 33.720177 
16 8 28.423805 
16 9 23.944655 
16 10 20.148886 
16 11 17.943159 
16 12 15.053582 
16 13 12.598729 
16 14 10.514274 
16 15 8.746558 
16 16 7.250330 
16 17 5.987065 
16 18 4.923703 
16 19 4.031704 
16 20 3.286330 
16 21 2.666089 
16 22 2.312781 
16 23 1.860787 
16 24 1.489384 
16 25 1.185776 
16 26 0.938916 
16 27 0.739312 
16 28 0.578840 
16 29 0.450586 
16 30 0.348702 
16 31 0.268268 
16 32 0.205175 
16 33 0.171038 
16 34 0.129576 
16 35 0.097664 
16 36 0.073314 
16 37 0.054929 
16 38 0.041245 
16 39 0.031278 
16 40 0.024283 
16 41 0.019718 
16 42 0.017219 
17 0 100.000000 
17 1 89.483394 
17 2 74.638195 
17 3 61.721168 
